"","Month","Year","Competitor merchandise exports to the World","Competitor agricultural exports to the World","Bulk","Corn","Cotton","Rice","Soybeans","Tobacco","Wheat","Intermediates","Soymeal","Soybean & Vegetable  Oil","Feeds & Fodders","Hides & Skins","Consumer Oriented","Tree Nuts","Dairy Products","Prepared Food 4/","Fresh & Processed Fruit","Fresh & Processed Vegetables","Juices & Beverages","Beef & Beef Products","Pork & Pork Products","Poultry Meat & Products","Wine & Beer","Season"
"161","5","1983","109.39762878417969","113.14241027832031","110.08566284179688","108.25674438476562","105.98943328857422","108.57072448730469","101.85346984863281","104.79163360595703","117.92949676513672","114.93666076660156","101.94303131103516","114.70993804931641","116.62458038330078","119.47100830078125","117.23577880859375","113.67594909667969","121.26923370361328","113.64236450195312","116.68330383300781","118.36470031738281","116.28922271728516","115.62065887451172","124.26644134521484","118.63466644287109","118.45832061767578","Spring"
"162","6","1983","111.12644958496094","114.556396484375","111.70415496826172","109.61438751220703","107.51799774169922","110.13449859619141","102.95241546630859","105.84535217285156","119.95757293701172","117.21380615234375","103.04682922363281","117.02339935302734","119.01863861083984","121.80024719238281","119.56678009033203","115.89330291748047","124.03570556640625","115.64257049560547","118.82695007324219","120.88312530517578","118.50780487060547","117.61846923828125","127.1925048828125","121.07487487792969","120.82816314697266","Summer"
"163","7","1983","112.19294738769531","116.23487854003906","113.40419006347656","111.99098968505859","108.71959686279297","111.55585479736328","104.38175964355469","107.39503479003906","121.7557373046875","118.92228698730469","105.11260986328125","118.68186187744141","120.80056762695312","123.46061706542969","121.27913665771484","117.23839569091797","125.87041473388672","117.21872711181641","120.73113250732422","122.59642028808594","120.12671661376953","119.36685943603516","128.95498657226562","122.68514251708984","122.71219635009766","Summer"
"164","8","1983","114.02353668212891","118.70613861083984","116.23902893066406","115.09654235839844","111.32826232910156","114.01255798339844","106.94314575195312","110.18265533447266","124.82670593261719","121.953125","108.45713806152344","121.68509674072266","123.85141754150391","126.44024658203125","124.26537322998047","119.95555877685547","129.20545959472656","119.96996307373047","123.7215576171875","125.47239685058594","123.08380889892578","122.67310333251953","132.3682861328125","126.23054504394531","125.78528594970703","Summer"
"165","9","1983","114.40631103515625","119.24267578125","116.81489562988281","116.23333740234375","111.64053344726562","114.38089752197266","107.61028289794922","110.85354614257812","125.32145690917969","122.32859039306641","109.51863098144531","122.03589630126953","124.18320465087891","126.72348785400391","124.58340454101562","120.08092498779297","129.44038391113281","120.32108306884766","124.23773193359375","125.71931457519531","123.39039611816406","123.0731201171875","132.47013854980469","126.43733215332031","126.25447082519531","Autumn"
"166","10","1983","113.50022888183594","119.80553436279297","116.51771545410156","117.13115692138672","111.14837646484375","113.80886840820312","107.78797149658203","111.29592132568359","124.40972900390625","121.27136993408203","110.51350402832031","120.947021484375","122.91616821289062","125.34363555908203","123.41349792480469","118.77230834960938","127.74767303466797","119.48316955566406","123.537109375","124.20599365234375","122.39092254638672","122.29840087890625","130.543212890625","125.18822479248047","125.28373718261719","Autumn"
"167","11","1983","114.94520568847656","122.29962921142578","119.28764343261719","120.33586120605469","113.69275665283203","116.18497467041016","110.54787445068359","114.07184600830078","127.22167205810547","124.07490539550781","114.05593109130859","123.69713592529297","125.74768829345703","128.04685974121094","126.15438079833984","121.26048278808594","130.69575500488281","122.03694152832031","126.40103149414062","126.82605743408203","125.08445739746094","125.33165740966797","133.52445983886719","128.38436889648438","128.13114929199219","Autumn"
"168","12","1983","116.20515441894531","124.40253448486328","121.76947784423828","123.40329742431641","115.62793731689453","118.35892486572266","112.79753875732422","116.13436126708984","129.95722961425781","126.59681701660156","117.00938415527344","126.15117645263672","128.35676574707031","130.60055541992188","128.62590026855469","123.41234588623047","133.50662231445312","124.29274749755859","129.0020751953125","129.23054504394531","127.43350982666016","128.05519104003906","136.09715270996094","130.95315551757812","130.82131958007812","Winter"
"169","1","1984","117.71994018554688","126.10639953613281","124.06060791015625","126.03886413574219","117.6810302734375","120.45510101318359","114.91140747070312","117.92008972167969","132.41358947753906","128.96652221679688","119.57536315917969","128.47911071777344","130.81155395507812","132.9249267578125","130.99435424804688","125.59712982177734","136.12738037109375","126.41950988769531","131.49464416503906","131.71310424804688","129.59794616699219","130.27630615234375","138.41371154785156","133.26637268066406","133.28431701660156","Winter"
"170","2","1984","116.37216949462891","124.27427673339844","121.99703216552734","124.28075408935547","115.79619598388672","118.56525421142578","113.488037109375","116.51449584960938","129.77674865722656","126.13278961181641","118.06126403808594","125.617919921875","127.82370758056641","130.02548217773438","128.18701171875","122.92700958251953","132.69490051269531","124.00938415527344","128.94769287109375","128.78799438476562","126.8853759765625","127.58390808105469","134.85321044921875","130.19688415527344","130.39482116699219","Winter"
"171","3","1984","114.48712921142578","122.46063995361328","119.69359588623047","122.14488983154297","113.61707305908203","116.38271331787109","112.04933929443359","115.14036560058594","126.93856048583984","122.88575744628906","116.34227752685547","122.29413604736328","124.49687957763672","126.79084014892578","124.96293640136719","119.81845092773438","128.8123779296875","121.32207489013672","125.86556243896484","125.33721160888672","123.84357452392578","124.83908843994141","130.99880981445312","126.90213012695312","127.01442718505859","Spring"
"172","4","1984","115.29827880859375","123.45977020263672","121.29779815673828","123.74823760986328","115.00982666015625","117.76931762695312","113.69755554199219","116.51412200927734","128.73602294921875","124.56670379638672","118.2596435546875","123.93754577636719","126.24187469482422","128.43121337890625","126.51139068603516","121.31794738769531","130.63160705566406","122.78231048583984","127.32322692871094","126.79133605957031","125.34006500244141","126.68755340576172","132.79429626464844","128.66439819335938","128.68370056152344","Spring"
"173","5","1984","117.61854553222656","123.41342926025391","121.13175964355469","119.78539276123047","116.55142211914062","118.72170257568359","112.68687438964844","115.08745574951172","129.53611755371094","126.31674957275391","114.27440643310547","125.90805053710938","128.32957458496094","130.7410888671875","128.64566040039062","124.43874359130859","133.44987487792969","124.43317413330078","128.16679382324219","129.78401184082031","127.34738159179688","127.29691314697266","136.50962829589844","131.15434265136719","129.959716796875","Spring"
"174","6","1984","118.35073852539062","125.40409851074219","123.09394836425781","123.04843902587891","117.95446014404297","120.11669158935547","115.28800964355469","117.85601043701172","131.03758239746094","127.3807373046875","117.98363494873047","126.83900451660156","129.26931762695312","131.70393371582031","129.65672302246094","125.05471801757812","134.14071655273438","125.6473388671875","129.64501953125","130.34574890136719","128.45785522460938","129.32899475097656","137.10787963867188","132.45489501953125","131.26582336425781","Summer"
"175","7","1984","121.58437347412109","127.37765502929688","124.80814361572266","122.36946105957031","120.70990753173828","122.40283203125","116.17829895019531","118.45568084716797","133.60299682617188","130.48190307617188","116.99008178710938","130.03504943847656","132.65376281738281","135.69148254394531","133.15692138671875","129.02529907226562","138.39863586425781","128.66909790039062","132.32398986816406","134.39295959472656","131.82197570800781","132.06744384765625","141.7037353515625","136.07563781738281","134.31498718261719","Summer"
"176","8","1984","122.85364532470703","128.33653259277344","125.58573913574219","123.00824737548828","121.45891571044922","123.26971435546875","116.43522644042969","118.57361602783203","134.53816223144531","131.85368347167969","116.98340606689453","131.43023681640625","134.19134521484375","137.22361755371094","134.55781555175781","130.40446472167969","140.18128967285156","129.80722045898438","133.65675354003906","136.17134094238281","132.95014953613281","132.75636291503906","143.033447265625","136.73806762695312","135.74642944335938","Summer"
"177","9","1984","126.84355163574219","132.60275268554688","130.40470886230469","127.35452270507812","126.39949035644531","127.88652801513672","120.87992095947266","122.84275054931641","139.72689819335938","137.27703857421875","121.43538665771484","136.8214111328125","139.84031677246094","142.80197143554688","140.09916687011719","135.85514831542969","146.18550109863281","134.93362426757812","138.99964904785156","141.96083068847656","138.25544738769531","138.04106140136719","149.2464599609375","142.62646484375","141.25326538085938","Autumn"
"178","10","1984","128.21636962890625","134.23353576660156","132.09410095214844","128.99842834472656","128.18205261230469","129.48747253417969","122.56177520751953","124.68640899658203","141.32937622070312","139.01719665527344","123.35456085205078","138.5701904296875","141.52580261230469","144.5155029296875","141.84349060058594","137.61293029785156","147.92951965332031","136.63119506835938","140.78959655761719","143.59434509277344","140.02459716796875","139.91024780273438","151.18472290039062","144.74870300292969","142.99717712402344","Autumn"
"179","11","1984","126.97742462158203","129.30184936523438","126.03118896484375","118.90222930908203","124.28169250488281","126.12606048583984","116.44499206542969","118.4608154296875","134.83038330078125","133.94271850585938","113.07030487060547","133.79934692382812","136.59394836425781","139.86428833007812","137.46577453613281","134.90228271484375","142.98832702636719","132.51361083984375","135.2802734375","140.18719482421875","135.97427368164062","133.29287719726562","147.12347412109375","139.97541809082031","137.10888671875","Autumn"
"180","12","1984","130.38970947265625","135.89492797851562","133.96055603027344","130.55874633789062","130.20021057128906","132.43672180175781","124.89655303955078","126.552490234375","142.24050903320312","140.50125122070312","125.03076171875","140.05789184570312","143.00660705566406","145.83859252929688","143.59263610839844","139.67880249023438","149.12376403808594","138.52198791503906","142.72853088378906","145.58711242675781","141.87875366210938","140.91410827636719","152.10737609863281","146.12384033203125","144.36390686035156","Winter"
"181","1","1985","131.84646606445312","137.17823791503906","135.40634155273438","131.6090087890625","131.36466979980469","133.89845275878906","125.8763427734375","127.33497619628906","144.06141662597656","142.53233337402344","125.81283569335938","142.08450317382812","145.26445007324219","147.97941589355469","145.58969116210938","141.65228271484375","151.6702880859375","140.31401062011719","144.4859619140625","147.75947570800781","143.72142028808594","142.6119384765625","154.30804443359375","147.9151611328125","146.33355712890625","Winter"
"182","2","1985","134.46142578125","138.72711181640625","136.7816162109375","129.97023010253906","133.9039306640625","136.22906494140625","126.27349853515625","127.51763153076172","146.54499816894531","145.58131408691406","124.24596405029297","145.29847717285156","148.62771606445312","151.64537048339844","148.94230651855469","145.83799743652344","155.94123840332031","143.21900939941406","146.60496520996094","151.69279479980469","146.90940856933594","145.31248474121094","159.32693481445312","151.82334899902344","148.94853210449219","Winter"
"183","3","1985","135.18609619140625","140.19012451171875","138.21014404296875","132.10600280761719","134.72665405273438","137.345458984375","127.77123260498047","128.67195129394531","148.15606689453125","146.68464660644531","125.86960601806641","146.32478332519531","149.78251647949219","152.91018676757812","149.98074340820312","146.64018249511719","156.93008422851562","144.22848510742188","148.0048828125","152.60746765136719","147.86576843261719","146.59971618652344","160.11740112304688","152.37950134277344","150.29055786132812","Spring"
"184","4","1985","131.05581665039062","136.11927795410156","133.63594055175781","128.65324401855469","130.43318176269531","132.5074462890625","124.8699951171875","126.13872528076172","142.38009643554688","139.94168090820312","123.55178070068359","139.40647888183594","142.6329345703125","146.14830017089844","143.22489929199219","139.98463439941406","148.732421875","138.36134338378906","142.04850769042969","145.01771545410156","141.55557250976562","141.54344177246094","151.92945861816406","145.81843566894531","143.6143798828125","Spring"
"185","5","1985","131.88623046875","137.31309509277344","135.04100036621094","130.31001281738281","131.77340698242188","133.67701721191406","126.3712158203125","127.90132141113281","143.70219421386719","141.26821899414062","125.56644439697266","140.70948791503906","143.92947387695312","147.30874633789062","144.54106140136719","141.15879821777344","149.96319580078125","139.62635803222656","143.49734497070312","146.22476196289062","142.94224548339844","143.00653076171875","153.44407653808594","147.49092102050781","144.94198608398438","Spring"
"186","6","1985","131.24258422851562","136.44236755371094","134.00564575195312","129.65190124511719","130.45454406738281","132.56309509277344","125.28472900390625","126.95940399169922","142.65565490722656","139.96965026855469","124.57736206054688","139.33306884765625","142.78410339355469","146.00149536132812","143.330322265625","139.73170471191406","148.61822509765625","138.53709411621094","142.39787292480469","145.0513916015625","141.6953125","141.82659912109375","151.97348022460938","145.95193481445312","143.72087097167969","Summer"
"187","7","1985","128.40071105957031","133.19822692871094","130.38374328613281","127.32944488525391","126.46729278564453","128.77561950683594","122.46262359619141","124.24614715576172","138.2489013671875","135.36361694335938","122.13662719726562","134.70785522460938","137.94143676757812","140.93597412109375","138.56024169921875","134.84678649902344","142.90827941894531","134.23194885253906","138.33454895019531","140.05221557617188","137.08213806152344","137.02471923828125","146.07388305664062","140.45692443847656","139.18995666503906","Summer"
"188","8","1985","126.94106292724609","130.08076477050781","126.50067901611328","123.105712890625","122.99659729003906","125.30904388427734","118.70957183837891","120.61797332763672","134.15837097167969","131.30500793457031","117.10008239746094","130.75840759277344","133.7620849609375","136.97109985351562","134.57467651367188","131.18289184570312","138.18785095214844","130.5877685546875","134.44404602050781","136.24763488769531","133.33595275878906","132.11784362792969","141.5050048828125","135.52195739746094","135.28775024414062","Summer"
"189","9","1985","128.33033752441406","131.58833312988281","128.17034912109375","124.60018920898438","124.61962890625","126.98453521728516","120.16891479492188","121.91364288330078","136.01939392089844","133.25733947753906","118.44123077392578","132.72434997558594","135.77738952636719","138.98600769042969","136.50738525390625","133.12471008300781","140.2911376953125","132.39346313476562","136.29518127441406","138.268798828125","135.21275329589844","133.85540771484375","143.64523315429688","137.38270568847656","137.26824951171875","Autumn"
"190","10","1985","124.69575500488281","127.55658721923828","123.51374816894531","120.36811065673828","120.49122619628906","122.46560668945312","116.84742736816406","118.79814147949219","130.2314453125","127.26796722412109","114.81618499755859","126.70853424072266","129.465576171875","132.77548217773438","130.45393371582031","127.35503387451172","132.97450256347656","127.10584259033203","130.69111633300781","131.92247009277344","129.43478393554688","128.12049865722656","136.43214416503906","131.00108337402344","131.17582702636719","Autumn"
"191","11","1985","124.12539672851562","126.43281555175781","122.28730773925781","119.16117095947266","119.40005493164062","121.29693603515625","116.03294372558594","117.60318756103516","128.82441711425781","125.6912841796875","113.53268432617188","125.09963226318359","127.89571380615234","131.28855895996094","128.88716125488281","125.91184234619141","131.09811401367188","125.75154876708984","129.22044372558594","130.39739990234375","127.84244537353516","126.48628234863281","134.36137390136719","128.95101928710938","129.64984130859375","Autumn"
"192","12","1985","123.06147003173828","124.96011352539062","120.13069152832031","117.1868896484375","117.05722808837891","119.40238189697266","113.93710327148438","115.42555236816406","126.52841186523438","123.36206817626953","110.93275451660156","122.79150390625","125.53211975097656","129.08551025390625","126.58645629882812","123.61496734619141","128.64651489257812","123.68313598632812","127.03758239746094","128.16728210449219","125.51674652099609","123.85379791259766","131.39067077636719","125.84242248535156","127.36179351806641","Winter"
"193","1","1986","121.47966003417969","122.54511260986328","117.39850616455078","113.93367004394531","114.61785888671875","117.01326751708984","111.47544860839844","112.76923370361328","123.73101043701172","120.62549591064453","107.88906860351562","120.11597442626953","122.75978851318359","126.13076019287109","123.77322387695312","121.14128112792969","125.77722930908203","121.18340301513672","123.90367889404297","125.39915466308594","122.7236328125","120.87246704101562","128.31254577636719","122.920654296875","124.31644439697266","Winter"
"194","2","1986","118.53867340087891","119.51777648925781","113.78385162353516","110.56735992431641","110.98783111572266","113.4952392578125","108.14678192138672","109.68599700927734","119.81722259521484","116.47491455078125","104.40686798095703","115.94345855712891","118.60739898681641","121.75802612304688","119.618408203125","117.06495666503906","121.21222686767578","117.47679901123047","119.79175567626953","121.19004821777344","118.63752746582031","116.73458862304688","123.51575469970703","118.42598724365234","120.02934265136719","Winter"
"195","3","1986","116.63134765625","118.01357269287109","112.08866882324219","109.15517425537109","109.77227020263672","111.66970825195312","107.22521209716797","109.29036712646484","117.50070190429688","113.96644592285156","103.89307403564453","113.43844604492188","115.76834106445312","119.01809692382812","117.03631591796875","114.63800048828125","118.03536224365234","115.32205963134766","117.44308471679688","118.16436767578125","116.3712158203125","114.91795349121094","120.44987487792969","116.38442230224609","117.34079742431641","Spring"
"196","4","1986","116.15335845947266","117.19157409667969","111.53801727294922","108.16259765625","109.60293579101562","111.25127410888672","106.31039428710938","108.57363128662109","117.14885711669922","113.81452178955078","102.65642547607422","113.40396118164062","115.58805847167969","118.59280395507812","116.84787750244141","114.68431091308594","117.93212127685547","114.98944854736328","117.07998657226562","118.14535522460938","116.21626281738281","114.22798919677734","120.5003662109375","116.40845489501953","116.92238616943359","Spring"
"197","5","1986","115.10504913330078","116.21484375","110.42265319824219","107.24726104736328","108.59303283691406","110.1278076171875","105.33689117431641","107.77710723876953","115.79572296142578","112.44953155517578","101.76117706298828","112.04597473144531","114.12698364257812","117.18386840820312","115.46522521972656","113.33408355712891","116.33472442626953","113.70817565917969","115.84566497802734","116.66621398925781","114.92366027832031","112.91892242431641","118.85716247558594","115.02072143554688","115.57917785644531","Spring"
"198","6","1986","116.36937713623047","118.00790405273438","111.61844635009766","108.61215209960938","109.48436737060547","111.15248870849609","106.37088012695312","108.94776153564453","117.10140228271484","113.59099578857422","102.71816253662109","113.14702606201172","115.33847045898438","118.58447265625","116.69061279296875","114.44778442382812","117.58022308349609","114.90293121337891","117.18445587158203","117.89275360107422","116.14369964599609","114.17415618896484","119.9317626953125","115.96273803710938","116.90936279296875","Summer"
"199","7","1986","116.37804412841797","116.7490234375","110.28704071044922","107.13088989257812","108.76976013183594","109.96078491210938","105.87143707275391","107.79172515869141","115.25599670410156","111.66566467285156","101.44818878173828","111.19416809082031","113.33988952636719","116.74117279052734","114.79953002929688","112.86232757568359","115.12697601318359","113.37769317626953","115.39864349365234","116.10456848144531","114.18296051025391","112.19415283203125","117.14300537109375","113.44298553466797","115.08163452148438","Summer"
"200","8","1986","115.0673828125","115.20418548583984","108.13478088378906","104.93363952636719","106.94894409179688","107.96340942382812","104.03359222412109","105.9891357421875","112.84394836425781","109.06627655029297","99.087142944335938","108.59754180908203","110.59293365478516","114.49002838134766","112.2783203125","110.50266265869141","112.31798553466797","111.15594482421875","112.94779968261719","113.44075012207031","111.73333740234375","109.90676879882812","114.14872741699219","110.65207672119141","112.66496276855469","Summer"
"201","9","1986","115.43752288818359","115.89312744140625","107.91074371337891","104.26271820068359","106.97030639648438","107.80274200439453","103.44393157958984","106.72456359863281","112.49290466308594","108.98061370849609","98.248130798339844","108.53897857666016","110.64120483398438","114.1953125","112.1641845703125","110.68552398681641","112.14425659179688","111.39392852783203","112.55865478515625","113.33110046386719","111.65135192871094","109.56835174560547","113.91128540039062","110.38929748535156","112.18347930908203","Autumn"
"202","10","1986","115.83769989013672","115.77381134033203","107.47609710693359","104.29326629638672","106.48529815673828","107.22457122802734","103.22161865234375","107.02023315429688","111.62428283691406","108.26987457275391","98.373252868652344","107.85935974121094","109.81715393066406","113.02665710449219","111.18282318115234","109.8031005859375","110.85066986083984","110.75454711914062","111.67923736572266","112.173095703125","110.77974700927734","108.56224822998047","112.52886199951172","109.24510955810547","111.28953552246094","Autumn"
"203","11","1986","116.39179992675781","115.78900146484375","107.71076202392578","104.10040283203125","106.89505004882812","107.63786315917969","103.18917083740234","107.14969635009766","111.96213531494141","108.84420013427734","98.171859741210938","108.491943359375","110.4288330078125","113.44101715087891","111.77350616455078","110.51991271972656","111.47055816650391","111.24261474609375","112.12877655029297","112.9283447265625","111.36893463134766","108.71553039550781","113.42533111572266","109.8831787109375","111.74300384521484","Autumn"
"204","12","1986","115.42147827148438","115.00552368164062","106.78466796875","103.40193939208984","105.97335052490234","106.71578979492188","102.58391571044922","106.50485229492188","110.80012512207031","107.63806915283203","97.580604553222656","107.28521728515625","109.15303039550781","112.07079315185547","110.51084899902344","109.26045989990234","110.07946014404297","110.08634185791016","110.94908142089844","111.61356353759766","110.11794281005859","107.59585571289062","111.92781829833984","108.55304718017578","110.46657562255859","Winter"
"205","1","1987","112.1260986328125","110.72970581054688","102.25314331054688","99.278297424316406","101.26251983642578","102.48279571533203","98.351242065429688","101.86415863037109","105.97673034667969","102.79568481445312","93.041130065917969","102.46893310546875","104.24539184570312","107.02943420410156","105.57117462158203","104.41436767578125","104.78781890869141","105.40389251708984","106.19411468505859","106.79320526123047","105.13455963134766","102.32518768310547","106.24311828613281","102.71082305908203","105.58295440673828","Winter"
"206","2","1987","111.73326110839844","110.51604461669922","101.67764282226562","98.873184204101562","100.63964080810547","101.92453002929688","97.764801025390625","101.73836517333984","105.18609619140625","101.94118499755859","92.709724426269531","101.54377746582031","103.48224639892578","106.1785888671875","104.82979583740234","103.56498718261719","103.91010284423828","104.7635498046875","105.50262451171875","106.03450775146484","104.41166687011719","101.74144744873047","105.39942932128906","102.02806091308594","104.73766326904297","Winter"
"207","3","1987","111.65232086181641","110.36579132080078","101.71047210693359","98.797019958496094","100.73992919921875","101.91016387939453","97.804069519042969","101.90747833251953","105.18810272216797","102.0899658203125","92.862594604492188","101.68950653076172","103.69898986816406","106.11209869384766","104.93601226806641","103.70770263671875","104.04698181152344","104.81330871582031","105.53465270996094","106.16903686523438","104.53334045410156","101.78525543212891","105.69281005859375","102.40866851806641","104.72761535644531","Spring"
"208","4","1987","110.56127166748047","109.32674407958984","100.43578338623047","97.475013732910156","99.474716186523438","100.71722412109375","96.483451843261719","100.55100250244141","103.91256713867188","100.88350677490234","91.343727111816406","100.47865295410156","102.58000946044922","104.86679840087891","103.77715301513672","102.57844543457031","102.82912445068359","103.63775634765625","104.37117767333984","105.17510223388672","103.32067108154297","100.27852630615234","104.48221588134766","101.07141876220703","103.43051910400391","Spring"
"209","5","1987","109.73002624511719","108.84611511230469","100.04753875732422","97.267021179199219","98.973648071289062","100.26777648925781","96.383895874023438","100.35102081298828","103.47247314453125","100.24335479736328","91.29608154296875","99.805290222167969","101.90449523925781","104.26229095458984","103.1300048828125","101.84019470214844","102.07202911376953","103.05186462402344","103.80178070068359","104.41538238525391","102.72760772705078","99.912460327148438","103.82859039306641","100.60019683837891","102.81691741943359","Spring"
"210","6","1987","110.8260498046875","110.12847137451172","101.43280792236328","98.455390930175781","100.42582702636719","101.58867645263672","97.620376586914062","101.81221771240234","104.96013641357422","101.80877685546875","92.651084899902344","101.3878173828125","103.47650909423828","105.77731323242188","104.71877288818359","103.43952941894531","103.74427032470703","104.56941223144531","105.31694793701172","105.99049377441406","104.32801055908203","101.48797607421875","105.67501068115234","102.50266265869141","104.33875274658203","Summer"
"211","7","1987","111.84729766845703","111.50306701660156","102.92702484130859","99.972976684570312","101.94339752197266","102.96559143066406","99.072441101074219","103.5604248046875","106.37734222412109","103.260986328125","94.520637512207031","102.8262939453125","104.90815734863281","107.13943481445312","106.15323638916016","104.83393859863281","105.22966003417969","105.97872161865234","106.79205322265625","107.31134796142578","105.79445648193359","103.13335418701172","107.176513671875","104.24991607666016","105.72641754150391","Summer"
"212","8","1987","112.11505889892578","111.87319183349609","103.27626800537109","100.07481384277344","102.29133605957031","103.29632568359375","99.250984191894531","103.70684814453125","106.92919921875","103.79763793945312","94.580291748046875","103.35195159912109","105.54422760009766","107.75491333007812","106.71870422363281","105.39453887939453","105.99140930175781","106.49169921875","107.21232604980469","107.91427612304688","106.31398773193359","103.66400909423828","107.92591857910156","104.92697906494141","106.21534729003906","Summer"
"213","9","1987","110.82270812988281","110.50960540771484","101.89302825927734","98.967483520507812","100.76744842529297","101.79844665527344","98.118415832519531","102.54023742675781","105.41486358642578","102.15062713623047","93.56134033203125","101.67533874511719","103.93157958984375","105.84874725341797","104.96932983398438","103.61602783203125","104.10763549804688","104.91143035888672","105.54251098632812","106.08998870849609","104.60987091064453","101.90753936767578","105.89583587646484","103.13362121582031","104.44105529785156","Autumn"
"214","10","1987","110.35610961914062","110.11862182617188","101.46739196777344","99.061317443847656","99.967636108398438","101.12712097167969","97.852890014648438","102.05704498291016","104.93630218505859","101.50180816650391","93.615379333496094","100.96466064453125","103.37281036376953","104.99916839599609","104.2218017578125","102.72891235351562","103.39887237548828","104.27924346923828","104.92796325683594","105.22275543212891","103.82644653320312","101.30771636962891","104.78285980224609","102.28375244140625","103.75778961181641","Autumn"
"215","11","1987","107.04129791259766","106.66291046142578","97.778861999511719","95.701789855957031","96.230438232421875","97.621223449707031","94.588127136230469","98.598533630371094","100.97862243652344","97.233291625976562","90.0892333984375","96.659049987792969","98.989753723144531","101.00151824951172","99.973556518554688","98.510566711425781","98.820365905761719","100.25010681152344","100.86102294921875","100.87601470947266","99.605056762695312","97.434814453125","100.11148834228516","97.71478271484375","99.594879150390625","Autumn"
"216","12","1987","105.07630920410156","104.60173034667969","95.500389099121094","93.441810607910156","94.013664245605469","95.457626342773438","92.483070373535156","96.479888916015625","98.514091491699219","94.861335754394531","87.859848022460938","94.290000915527344","96.626823425292969","98.488067626953125","97.586776733398438","96.183189392089844","96.252182006835938","97.966453552246094","98.480331420898438","98.547370910644531","97.243309020996094","94.895835876464844","97.576766967773438","95.216415405273438","97.143287658691406","Winter"
"217","1","1988","105.20708465576172","104.86548614501953","95.940727233886719","93.843681335449219","94.333335876464844","95.989654541015625","92.651260375976562","96.657745361328125","98.983497619628906","95.653663635253906","88.199951171875","95.125099182128906","97.427604675292969","99.143112182617188","98.333381652832031","96.919265747070312","97.140243530273438","98.57403564453125","99.258049011230469","99.408584594726562","97.87890625","95.3724365234375","98.388114929199219","95.746040344238281","97.861251831054688","Winter"
"218","2","1988","105.97824096679688","105.86664581298828","97.2357177734375","94.952491760253906","95.586784362792969","97.204750061035156","93.608070373535156","97.716964721679688","100.46089935302734","97.289970397949219","89.36407470703125","96.772819519042969","99.148353576660156","100.68442535400391","99.917930603027344","98.496047973632812","99.026527404785156","100.01048278808594","100.72467041015625","101.04462432861328","99.393363952636719","96.829032897949219","100.15472412109375","97.505020141601562","99.35321044921875","Winter"
"219","3","1988","104.88233947753906","104.71512603759766","96.22906494140625","93.9376220703125","94.6610107421875","96.223876953125","92.697799682617188","96.802352905273438","99.315155029296875","96.288421630859375","88.518836975097656","95.785789489746094","98.111183166503906","99.566673278808594","98.836952209472656","97.490852355957031","97.972442626953125","98.932449340820312","99.653602600097656","99.914649963378906","98.333930969238281","95.770980834960938","99.021331787109375","96.500587463378906","98.233909606933594","Spring"
"220","4","1988","104.20939636230469","104.219482421875","95.907196044921875","93.616691589355469","94.333450317382812","95.918869018554688","92.477333068847656","96.598213195800781","98.880561828613281","95.993049621582031","88.466590881347656","95.495491027832031","97.787887573242188","99.156814575195312","98.461959838867188","97.160263061523438","97.634872436523438","98.543678283691406","99.266799926757812","99.49505615234375","97.970787048339844","95.479713439941406","98.692474365234375","96.237327575683594","97.829559326171875","Spring"
"221","5","1988","104.54102325439453","104.76335906982422","96.646865844726562","94.321304321289062","95.048515319824219","96.636436462402344","93.171554565429688","97.424095153808594","99.606010437011719","96.866905212402344","89.345863342285156","96.383338928222656","98.66595458984375","99.874504089355469","99.310295104980469","97.969490051269531","98.519126892089844","99.313491821289062","100.10484313964844","100.34896850585938","98.843246459960938","96.245429992675781","99.750282287597656","97.315170288085938","98.6170654296875","Spring"
"222","6","1988","106.21152496337891","106.60399627685547","98.762535095214844","96.37628173828125","96.925148010253906","98.691169738769531","94.707008361816406","99.125755310058594","101.95494079589844","99.550270080566406","91.1868896484375","99.095268249511719","101.48507690429688","102.37005615234375","101.96900177001953","100.52336120605469","101.52345275878906","101.6888427734375","102.663818359375","103.21593475341797","101.36600494384766","98.446746826171875","102.73345184326172","99.943061828613281","101.24796295166016","Summer"
"223","7","1988","108.76934051513672","109.28137969970703","101.79673767089844","98.893264770507812","99.975738525390625","101.71003723144531","97.055534362792969","101.72793579101562","105.38427734375","103.30461883544922","93.736122131347656","102.88493347167969","105.35759735107422","106.17623138427734","105.77225494384766","104.30117034912109","105.84735870361328","105.14813232421875","106.20697021484375","107.13825988769531","105.08274841308594","102.07292938232422","107.16897583007812","104.10310363769531","104.96007537841797","Summer"
"224","8","1988","109.69342803955078","110.47739410400391","103.0888671875","99.986427307128906","101.12433624267578","102.89585876464844","97.990104675292969","102.58550262451172","107.07886505126953","105.01640319824219","94.615409851074219","104.60099029541016","107.21869659423828","107.88872528076172","107.45640563964844","105.92617034912109","107.91110229492188","106.67279052734375","107.69597625732422","108.89990997314453","106.69397735595703","103.59072875976562","109.18572998046875","105.90217590332031","106.59254455566406","Summer"
